credit_score,dti,num_defaults,annual_income,employment_years,age,loan_amount,label
517,0.38,0,50423,10.8,51,17655,denied
844,0.536,0,67361,0.6,70,27297,denied
557,0.446,0,89541,2.6,26,6534,denied
689,0.014,0,53884,1.9,22,22756,approved
647,0.279,2,67900,5.3,38,23208,denied
689,0.18,0,129531,8.4,51,25446,approved
612,0.324,0,48299,28.6,41,6834,denied
720,0.208,0,71229,4.1,18,1000,approved
765,0.191,0,47346,9.3,21,17876,approved
550,0.376,0,31561,11.2,68,34505,denied
751,0.36,3,94606,1.3,71,21393,denied
678,0.031,0,60439,18.8,32,15181,approved
728,0.338,0,76698,15.6,58,15582,approved
694,0.478,0,47866,4.4,18,1000,denied
603,0.168,0,84935,13.7,32,17822,denied
727,0.375,1,84175,1.8,66,10739,denied
736,0.337,0,45152,13.8,42,42813,approved
693,0.238,0,15000,6.9,40,12155,approved
682,0.0,0,75669,12.7,27,18587,approved
747,0.283,0,70757,2.4,51,29687,approved
664,0.125,1,98456,0.1,60,33145,denied
692,0.385,0,100087,0.5,72,26831,approved
797,0.153,0,57297,5.3,40,27201,approved
758,0.358,0,39972,2.8,66,38535,approved
621,0.255,0,44307,0.2,24,11678,denied
655,0.387,0,15000,2.1,48,12796,approved
677,0.233,0,55530,1.5,54,15417,approved
739,0.223,2,75794,4.8,47,26717,denied
829,0.308,0,67977,6.0,72,20523,approved
719,0.065,0,43968,0.5,20,8507,approved
693,0.675,1,97811,11.0,40,9383,denied
657,0.339,0,84552,26.3,42,20853,approved
620,0.388,0,90407,5.6,23,22199,denied
743,0.795,0,29209,0.1,21,42056,denied
720,0.515,0,99634,2.1,44,1000,denied
673,0.524,0,115632,3.7,53,44017,denied
634,0.051,0,119615,7.0,69,23094,denied
755,0.293,0,100261,3.8,55,31471,approved
664,0.235,0,93729,6.8,32,12644,approved
701,0.433,0,127563,5.3,18,1000,denied
702,0.41,0,27213,9.1,45,20349,denied
717,0.123,0,73154,7.2,19,14367,approved
618,0.352,0,77907,1.8,36,23808,denied
740,0.328,0,97379,5.4,57,5029,approved
650,0.15,0,113167,19.6,73,17864,approved
550,0.413,0,66246,10.1,46,39096,denied
738,0.32,0,102629,1.3,42,16200,approved
455,0.297,0,15000,0.5,64,18962,denied
647,0.292,0,27298,8.1,23,29257,approved
767,0.482,0,29931,7.8,31,40229,denied
689,0.582,0,82064,2.9,52,6874,denied
721,0.23,0,15000,15.8,52,5648,approved
685,0.308,0,102097,11.9,18,50835,approved
624,0.787,1,53480,1.8,36,25570,denied
732,0.453,0,111195,3.7,45,4315,denied
794,0.392,1,59445,19.5,48,22851,denied
609,0.062,0,114443,0.5,58,7216,denied
588,0.338,1,34289,10.2,34,2232,denied
703,0.318,3,80868,7.0,44,22376,denied
792,0.284,0,73944,8.2,75,36776,approved
691,0.299,0,54020,2.3,57,1000,approved
634,0.324,0,39950,10.1,69,1000,denied
701,0.208,0,51181,0.6,30,28562,approved
646,0.253,0,43654,14.3,22,6389,approved
690,0.239,0,76686,16.8,28,35471,approved
696,0.262,0,109416,1.8,72,15345,approved
773,0.229,0,57091,1.8,50,1366,approved
694,0.259,0,88720,1.9,64,16738,approved
641,0.221,2,111764,14.1,26,18553,denied
602,0.434,0,85376,6.2,31,1075,denied
612,0.35,0,117022,13.3,69,3803,denied
534,0.471,0,87904,6.2,34,27392,denied
750,0.128,0,119764,17.7,47,1489,approved
668,0.434,0,88125,26.4,68,15681,denied
744,0.0,0,59689,1.0,26,25094,approved
726,0.561,0,76428,8.7,64,31758,denied
729,0.474,0,105033,5.0,37,17753,denied
616,0.437,2,64634,11.3,37,30149,denied
750,0.092,0,30315,1.8,70,39270,approved
657,0.624,0,67607,0.6,68,1000,denied
617,0.134,0,97143,7.7,32,1000,denied
660,0.287,0,89110,1.3,66,26109,approved
780,0.303,0,55943,9.9,51,15346,approved
784,0.39,1,98105,0.6,42,11371,denied
703,0.525,0,67731,6.8,37,3876,denied
654,0.191,0,60201,1.4,33,14498,approved
722,0.351,0,70578,7.3,60,1000,approved
562,0.284,0,15000,5.6,27,1938,denied
805,0.413,0,71495,2.8,29,34809,denied
599,0.44,0,86275,23.6,60,29499,denied
850,0.27,0,82517,0.9,60,16422,approved
682,0.192,0,77194,3.6,24,22397,approved
746,0.192,1,25523,10.5,61,26875,denied
728,0.072,0,39734,5.7,23,17482,approved
622,0.13,0,87453,8.4,41,4094,denied
656,0.385,0,105784,0.9,68,34302,approved
681,0.458,0,94079,6.6,24,17126,denied
688,0.38,0,71914,1.3,72,14307,approved
772,0.427,2,50174,0.5,26,44679,denied
667,0.222,3,45275,1.6,65,16072,denied
751,0.251,0,70308,0.9,33,16801,approved
686,0.101,0,77652,26.2,46,7025,approved
720,0.328,0,67855,4.9,42,21692,approved
550,0.301,0,44990,4.7,73,12079,denied
645,0.271,0,30555,0.3,62,15910,approved
555,0.407,0,63395,9.7,69,11198,denied
838,0.388,0,86196,10.5,70,19304,approved
505,0.62,0,72781,1.7,57,28482,denied
681,0.521,0,96539,7.2,64,14064,denied
750,0.379,0,114595,1.5,63,18506,approved
653,0.346,0,71417,10.5,47,36964,approved
650,0.361,0,55359,6.1,39,12311,approved
673,0.146,0,55250,4.8,48,16980,approved
706,0.347,0,53409,1.9,38,11453,approved
674,0.464,0,54985,17.1,24,27185,denied
656,0.233,0,93283,8.6,26,25406,approved
735,0.465,0,32170,0.2,46,47127,denied
566,0.362,0,67457,2.7,48,34087,denied
653,0.206,0,73572,6.9,64,25453,approved
624,0.292,1,32171,1.9,45,4092,denied
772,0.362,0,110421,0.2,19,13807,approved
640,0.068,0,72660,1.4,63,40942,approved
672,0.135,0,31647,3.0,38,24366,approved
685,0.174,0,51097,2.5,61,16268,approved
636,0.499,3,96139,2.8,31,23359,denied
742,0.347,0,109457,17.9,73,32466,approved
593,0.48,0,56597,6.1,63,14710,denied
678,0.121,0,84682,0.2,36,3984,approved
621,0.242,0,21998,0.0,71,1000,denied
651,0.627,0,93722,1.5,42,17847,denied
722,0.259,0,101204,9.8,62,22889,approved
648,0.386,0,110930,7.8,30,9228,approved
789,0.338,0,23140,8.3,54,27384,approved
792,0.337,0,105368,7.5,24,6085,approved
616,0.45,0,76610,17.5,24,10844,denied
756,0.364,0,56258,1.1,18,5744,approved
692,0.433,0,98182,1.2,47,55062,denied
730,0.088,0,65683,7.3,75,18449,approved
782,0.157,0,42724,6.7,43,1000,approved
545,0.35,0,17044,1.3,53,36288,denied
683,0.531,0,71841,11.1,68,26352,denied
690,0.283,0,42907,0.7,29,31696,approved
754,0.378,0,73322,11.4,43,16014,approved
708,0.283,0,48956,1.2,38,22932,approved
607,0.4,0,101174,15.3,46,28416,denied
768,0.124,0,72806,8.1,55,1000,approved
677,0.455,0,40389,11.9,19,7718,denied
801,0.222,0,70606,4.5,22,30609,approved
757,0.312,0,47300,10.2,75,5344,approved
760,0.381,0,80355,6.2,33,16758,approved
642,0.481,0,80982,2.1,26,14130,denied
739,0.337,0,107002,23.9,39,25222,approved
775,0.257,0,15000,1.3,75,12666,approved
625,0.738,1,40499,5.4,55,15576,denied
761,0.239,0,74494,3.9,31,28651,approved
667,0.465,0,80376,5.4,49,29587,denied
758,0.368,0,76154,9.4,21,19919,approved
753,0.32,0,69321,4.0,73,24565,approved
641,0.174,0,72575,4.8,59,37044,approved
623,0.377,0,112479,8.2,44,11260,denied
650,0.214,0,97267,5.2,56,31302,approved
709,0.232,0,102277,11.5,28,24451,approved
758,0.401,1,103461,0.3,75,31573,denied
688,0.382,0,86654,1.8,42,8290,approved
628,0.373,0,34063,12.9,38,23247,denied
603,0.361,0,23032,1.4,44,14665,denied
614,0.13,2,82975,7.8,40,29194,denied
647,0.28,0,62053,1.6,31,17839,approved
688,0.29,0,37012,0.2,37,12075,approved
697,0.296,0,95051,3.4,42,29415,approved
756,0.532,0,78272,0.9,38,16020,denied
625,0.089,0,49083,2.4,18,10767,denied
636,0.243,1,84088,2.0,40,15945,denied
696,0.367,0,51268,13.0,65,9191,approved
567,0.283,0,44902,18.1,56,9273,denied
661,0.025,1,99570,2.7,47,25285,denied
735,0.394,0,62236,0.1,40,31852,approved
791,0.354,0,19894,8.0,51,14599,approved
669,0.37,0,69696,7.2,62,13229,approved
774,0.085,0,61090,3.1,40,9749,approved
664,0.377,0,26337,5.2,51,24652,approved
698,0.031,0,68736,1.5,59,20821,approved
625,0.38,0,60439,2.8,27,20660,denied
805,0.617,2,95648,17.5,18,27249,denied
684,0.293,2,36519,2.5,24,8541,denied
769,0.226,0,72836,1.8,58,22683,approved
629,0.589,0,67655,19.4,50,16486,denied
789,0.36,0,48799,0.3,33,14331,approved
850,0.195,1,68500,1.4,28,16896,denied
683,0.42,1,50842,9.7,18,13622,denied
674,0.322,0,112161,1.4,27,9031,approved
732,0.341,0,93715,18.0,35,40739,approved
767,0.464,0,71110,6.3,55,15814,denied
641,0.301,0,86143,8.1,60,16145,approved
726,0.217,0,86227,9.8,49,32921,approved
709,0.341,0,84009,0.7,31,8756,approved
634,0.021,0,35990,9.3,36,22448,denied
742,0.307,2,36182,14.8,57,17159,denied
581,0.065,0,117435,10.2,53,17922,denied
723,0.253,0,80316,7.7,37,21404,approved
678,0.221,0,68603,14.8,68,14831,approved
703,0.407,0,105765,5.3,53,38397,denied
594,0.34,0,49822,13.6,67,10925,denied
574,0.333,1,35474,3.5,29,19096,denied
631,0.445,0,57013,1.7,63,31571,denied
696,0.387,0,40291,0.6,40,11841,approved
669,0.33,0,26513,3.3,22,11291,approved
731,0.588,0,57223,2.1,41,31164,denied
615,0.333,3,34368,1.2,45,21618,denied
713,0.0,1,88074,2.0,31,29928,denied
643,0.248,0,105472,4.0,63,10046,approved
507,0.435,1,88673,3.7,67,21381,denied
705,0.409,2,87165,5.7,41,1000,denied
653,0.303,0,76603,4.5,61,1000,approved
778,0.333,0,30939,3.1,67,1000,approved
644,0.201,0,35346,9.0,75,22285,approved
641,0.524,0,75405,4.5,44,1000,denied
567,0.386,1,50759,15.0,43,10321,denied
700,0.257,1,77322,0.4,27,18267,denied
827,0.347,0,57846,2.7,55,1000,approved
668,0.455,1,49323,5.2,38,15970,denied
724,0.277,0,127274,2.3,58,21420,approved
787,0.184,0,55424,4.5,37,17975,approved
666,0.472,0,57829,0.3,25,40480,denied
632,0.35,0,106657,28.1,61,23446,denied
722,0.276,0,84641,6.0,41,1910,approved
706,0.285,0,89211,5.4,62,11998,approved
705,0.558,1,77045,4.5,42,30252,denied
664,0.335,0,92674,4.0,46,48274,approved
717,0.234,0,47207,3.2,54,43695,approved
641,0.577,0,61694,9.6,62,24240,denied
656,0.211,0,42943,0.4,57,1000,approved
673,0.233,0,61207,0.1,35,1000,approved
672,0.172,0,109651,2.5,34,1000,approved
665,0.267,0,108658,2.3,30,1000,approved
559,0.444,0,63690,0.2,32,14554,denied
642,0.069,0,35857,1.7,38,14991,approved
850,0.369,0,63035,3.8,35,35387,approved
588,0.093,0,41163,1.6,29,3495,denied
686,0.251,2,59105,1.5,19,20800,denied
743,0.523,0,41042,9.5,53,12778,denied
530,0.384,0,106927,15.6,73,9900,denied
756,0.3,0,81838,0.1,28,18344,approved
713,0.271,1,92187,14.1,27,20527,denied
601,0.334,0,58962,2.4,19,24456,denied
580,0.406,1,54673,0.2,48,34580,denied
757,0.246,0,84507,11.1,75,14929,approved
664,0.387,1,128020,11.8,53,51840,denied
824,0.247,0,31319,0.6,42,11773,approved
648,0.205,2,57219,18.1,71,28581,denied
492,0.259,0,29143,5.5,35,1000,denied
704,0.182,0,102521,2.3,28,9416,approved
747,0.278,0,59944,14.9,69,21664,approved
578,0.383,0,103278,6.5,41,16234,denied
677,0.416,0,40402,11.4,51,17462,denied
850,0.398,0,56143,6.8,27,11067,approved
635,0.456,0,165005,8.1,66,23254,denied
637,0.437,0,15000,0.1,69,23622,denied
639,0.491,3,60701,5.8,51,1000,denied
509,0.101,0,83971,4.6,45,5791,denied
632,0.359,1,86231,0.2,46,51210,denied
635,0.328,3,133612,8.4,70,7026,denied
686,0.094,0,111115,5.9,37,23210,approved
716,0.321,0,67129,1.9,40,8440,approved
646,0.311,0,92435,3.0,62,10370,approved
684,0.419,3,50922,1.6,23,35000,denied
720,0.43,1,31204,6.1,54,9621,denied
673,0.22,0,51369,16.5,45,13696,approved
689,0.589,0,78737,4.8,72,24821,denied
663,0.018,0,32486,4.9,55,20891,approved
473,0.304,0,101755,13.7,39,12276,denied
717,0.224,0,80848,1.1,73,38673,approved
698,0.264,0,81089,5.3,59,32441,approved
617,0.574,0,66655,4.1,41,18631,denied
756,0.148,0,84795,21.5,60,1000,approved
796,0.269,0,17554,6.3,41,12654,approved
667,0.029,0,69955,2.4,64,2876,approved
850,0.157,0,15000,20.3,42,25877,approved
790,0.29,0,59199,1.9,63,20784,approved
674,0.433,0,134590,16.3,71,9975,denied
850,0.276,0,62034,7.4,40,45263,approved
687,0.023,0,98615,0.6,57,1000,approved
779,0.235,0,40277,0.9,38,25148,approved
664,0.528,0,43351,3.2,40,1000,denied
769,0.623,0,50781,9.1,70,31015,denied
736,0.255,0,89009,2.2,74,13352,approved
645,0.57,0,67254,6.6,49,19640,denied
716,0.185,0,74686,11.5,47,29172,approved
609,0.35,0,74511,7.8,59,39149,denied
668,0.172,0,92837,2.3,71,25998,approved
756,0.547,1,44194,27.2,55,36006,denied
809,0.432,0,15000,2.4,47,42998,denied
797,0.238,1,20446,13.6,25,26971,denied
649,0.501,1,76875,2.1,37,15238,denied
674,0.22,0,98506,2.1,45,46838,approved
753,0.159,0,94008,3.9,45,16480,approved
568,0.417,0,41843,1.7,51,24423,denied
665,0.333,0,70277,0.7,19,12852,approved
797,0.385,0,81109,11.0,41,24216,approved
693,0.22,0,74892,2.2,43,10196,approved
657,0.382,0,105024,3.1,70,9124,approved
850,0.563,2,40885,8.2,31,26503,denied
693,0.193,0,98673,1.2,26,2592,approved
597,0.293,0,79133,16.5,25,11089,denied
751,0.397,0,109914,1.7,33,18326,approved
609,0.269,0,134330,2.6,59,1000,denied
568,0.326,0,94896,1.4,70,41315,denied
701,0.401,0,115795,0.9,20,1000,denied
704,0.308,0,76711,4.1,52,1000,approved
627,0.744,0,15000,2.7,21,9361,denied
692,0.308,0,20431,4.1,72,20605,approved
772,0.576,2,82110,21.3,21,5691,denied
833,0.225,0,56427,21.8,40,1000,approved
739,0.373,0,78358,1.0,31,6505,approved
760,0.036,0,45285,0.8,64,10053,approved
640,0.241,0,82978,6.6,48,30348,approved
622,0.478,0,77548,7.8,31,18652,denied
704,0.487,1,25552,3.8,56,39799,denied
782,0.293,0,92654,12.2,45,38930,approved
743,0.081,0,40479,7.9,52,37484,approved
697,0.39,0,131003,1.6,56,1000,approved
694,0.13,0,81919,5.9,38,12315,approved
744,0.331,0,46513,12.2,24,17388,approved
728,0.272,0,69402,3.1,69,14072,approved
829,0.254,0,27941,4.7,19,32255,approved
622,0.423,0,59101,3.2,68,46469,denied
705,0.137,0,55099,22.0,33,1000,approved
592,0.468,0,15000,8.7,38,32529,denied
656,0.38,0,45811,0.6,48,22688,approved
806,0.663,0,47579,8.9,74,19322,denied
714,0.588,0,39460,9.2,36,27978,denied
685,0.271,0,108697,3.0,38,9680,approved
770,0.488,0,65822,12.5,44,11908,denied
728,0.343,0,83353,10.1,56,22888,approved
533,0.164,0,119485,3.6,46,5507,denied
619,0.43,2,67575,0.4,44,2597,denied
701,0.32,0,59804,0.2,19,15466,approved
727,0.355,0,104556,3.2,68,12689,approved
679,0.431,0,66775,2.9,53,16169,denied
770,0.293,0,72199,6.1,44,26060,approved
608,0.438,0,105841,3.3,21,26127,denied
673,0.404,2,130261,3.7,35,17907,denied
749,0.251,0,91685,8.2,31,9610,approved
735,0.379,0,63379,6.5,64,13195,approved
716,0.299,0,30027,23.0,59,24478,approved
696,0.381,0,91312,4.4,68,5808,approved
750,0.07,0,98925,24.6,59,18612,approved
828,0.311,0,78343,2.1,73,25208,approved
758,0.309,0,64279,10.7,66,1000,approved
768,0.524,0,139944,7.3,45,53877,denied
794,0.496,0,94954,1.5,52,6190,denied
609,0.231,1,61637,8.1,29,17880,denied
729,0.321,0,107956,0.4,31,22802,approved
747,0.285,0,109921,5.8,57,17628,approved
732,0.326,0,60393,6.7,21,42754,approved
686,0.457,1,85700,17.3,57,5214,denied
762,0.354,0,59170,24.9,64,6965,approved
737,0.49,0,71318,1.4,34,11437,denied
647,0.18,0,85487,1.3,27,22434,approved
700,0.303,0,78287,6.6,49,19212,approved
719,0.421,0,104001,9.5,68,3587,denied
695,0.428,0,96895,1.5,27,34756,denied
753,0.3,1,109793,5.5,46,6407,denied
621,0.307,0,81183,3.6,35,19279,denied
736,0.591,1,50878,7.6,66,27822,denied
803,0.35,2,87630,0.7,36,22966,denied
671,0.122,0,51845,0.1,57,24945,approved
771,0.231,0,95997,8.5,24,23764,approved
676,0.43,2,41056,0.8,36,8254,denied
686,0.09,0,74738,9.0,49,13124,approved
620,0.382,2,56476,4.3,53,12731,denied
711,0.374,0,65971,1.3,55,14992,approved
647,0.673,3,95387,6.9,64,10990,denied
724,0.257,1,48670,2.2,22,44638,denied
575,0.262,0,95222,25.0,25,14222,denied
683,0.26,0,22401,7.5,57,14032,approved
601,0.134,1,72519,15.0,37,27972,denied
797,0.341,2,81763,7.3,71,23703,denied
718,0.262,0,89533,5.8,69,31045,approved
647,0.271,0,24095,4.5,43,22682,approved
799,0.381,0,98346,23.6,63,13082,approved
612,0.188,0,28543,9.1,52,38017,denied
731,0.487,3,66363,0.6,70,24466,denied
675,0.442,2,68409,3.3,23,24269,denied
797,0.47,0,60343,3.7,25,17739,denied
709,0.0,0,103025,0.7,46,28586,approved
749,0.05,0,61496,26.2,24,30435,approved
666,0.262,0,60742,4.2,38,4610,approved
850,0.351,0,41892,1.7,50,8764,approved
653,0.403,0,48970,2.8,40,4326,denied
733,0.443,0,36338,2.3,53,17587,denied
510,0.139,0,66001,9.4,69,7394,denied
630,0.222,0,61010,3.4,71,22020,denied
717,0.335,0,15000,1.9,40,32429,approved
674,0.226,0,126360,20.6,67,22090,approved
633,0.063,0,64756,12.9,70,27644,denied
626,0.647,0,69072,7.0,30,17085,denied
692,0.079,0,40735,6.5,69,1000,approved
634,0.337,1,23773,4.4,74,23039,denied
667,0.536,1,69797,3.8,25,8340,denied
708,0.482,0,20688,3.0,55,16133,denied
799,0.273,0,72631,5.0,43,1699,approved
657,0.301,0,46848,6.7,31,3543,approved
612,0.225,0,92428,5.0,20,25617,denied
743,0.367,0,69009,7.5,59,1000,approved
590,0.286,0,15000,2.4,54,32568,denied
664,0.365,0,55862,11.8,50,35094,approved
687,0.213,0,42773,1.5,64,27399,approved
748,0.168,0,52688,8.6,60,37829,approved
751,0.479,0,60142,2.6,27,5098,denied
688,0.552,0,54373,1.8,44,15150,denied
746,0.3,0,72901,0.1,67,15271,approved
766,0.168,0,101010,5.9,29,3779,approved
723,0.417,0,98265,4.2,63,2086,denied
725,0.376,0,83302,6.1,63,20879,approved
656,0.0,0,39456,6.3,23,19365,approved
737,0.05,0,88561,2.9,71,46744,approved
619,0.707,2,76083,8.2,24,33388,denied
705,0.271,0,89160,2.4,69,19246,approved
730,0.325,0,45959,3.5,50,5339,approved
808,0.167,0,124638,6.2,50,12913,approved
654,0.391,1,53318,5.9,18,1000,denied
765,0.389,0,58198,9.9,28,10922,approved
644,0.424,0,95154,0.1,50,16518,denied
653,0.348,0,76936,4.2,19,36369,approved
617,0.406,0,121970,2.4,33,6528,denied
757,0.317,0,51070,3.0,65,1000,approved
724,0.353,0,58578,10.7,57,25927,approved
776,0.335,0,66722,7.6,39,16478,approved
702,0.453,0,90106,1.9,60,19952,denied
685,0.375,0,53344,2.5,66,12733,approved
712,0.323,0,15000,20.4,31,3447,approved
621,0.335,2,46174,18.6,36,22722,denied
657,0.205,0,130164,0.8,46,22681,approved
655,0.437,0,46772,4.0,55,28567,denied
850,0.449,0,66054,3.2,35,1000,denied
556,0.45,0,94185,1.9,20,22738,denied
685,0.454,0,25806,40.0,62,30307,denied
708,0.141,0,65679,0.3,45,45909,approved
678,0.303,0,67519,13.9,59,19180,approved
611,0.198,0,58140,3.4,64,17311,denied
773,0.333,0,42842,7.7,39,36364,approved
696,0.388,0,32462,2.2,56,13006,approved
724,0.459,0,48121,1.1,18,16401,denied
683,0.412,0,43139,5.5,45,16792,denied
536,0.38,0,71446,3.2,44,13512,denied
802,0.377,0,75072,4.6,44,20150,approved
611,0.265,3,43424,11.7,22,42974,denied
677,0.309,0,47674,10.7,66,12563,approved
761,0.333,0,75221,6.3,67,10492,approved
694,0.03,0,72800,2.8,38,20160,approved
780,0.213,0,99474,0.6,33,28414,approved
623,0.151,0,39011,0.9,34,24795,denied
615,0.422,0,15000,14.5,35,15555,denied
650,0.385,0,53145,3.2,28,3667,approved
777,0.367,0,55172,1.3,68,25114,approved
659,0.286,0,63495,18.7,73,30777,approved
681,0.321,0,72017,11.0,24,21021,approved
608,0.399,0,77137,0.1,23,18840,denied
764,0.326,0,86133,6.3,20,24778,approved
711,0.472,0,65830,2.5,67,11349,denied
685,0.477,1,105225,1.1,36,37141,denied
647,0.725,1,99681,23.3,46,1283,denied
699,0.192,0,94438,16.4,36,39606,approved
611,0.639,0,45424,13.8,33,12359,denied
701,0.275,0,112911,6.5,53,1000,approved
650,0.409,0,72308,1.4,74,35195,denied
811,0.524,1,60150,8.3,41,38575,denied
630,0.267,1,89988,11.7,40,1000,denied
607,0.373,0,15000,11.3,30,15144,denied
747,0.465,0,85626,2.7,66,36440,denied
731,0.215,2,129697,9.8,45,11635,denied
775,0.568,2,57108,3.8,72,25458,denied
652,0.16,0,72689,7.8,38,27916,approved
734,0.398,0,93106,1.9,29,12080,approved
819,0.345,0,102747,3.5,22,27189,approved
721,0.241,0,44082,1.1,72,1000,approved
705,0.16,0,134671,3.4,46,9838,approved
776,0.373,0,40267,1.1,68,17140,approved
504,0.281,1,53941,7.8,31,15068,denied
714,0.324,0,41078,1.0,52,14040,approved
675,0.615,1,99482,9.4,74,6418,denied
679,0.364,0,76456,13.9,39,21052,approved
654,0.375,0,92338,0.6,59,34414,approved
621,0.427,0,71391,5.8,28,40916,denied
579,0.311,0,33672,0.8,67,29070,denied
650,0.154,0,75186,8.2,68,18925,approved
732,0.335,0,65303,19.6,45,26741,approved
733,0.097,0,106864,6.9,53,1000,approved
760,0.372,0,77289,8.0,47,7114,approved
692,0.564,2,55939,0.3,61,25619,denied
501,0.457,0,68379,19.9,72,14178,denied
717,0.217,0,112286,4.9,60,27661,approved
770,0.345,0,106796,16.7,65,33064,approved
775,0.169,0,140840,2.5,43,9153,approved
753,0.58,1,67724,6.7,64,4534,denied
712,0.32,2,75269,5.9,72,27767,denied
812,0.402,2,56941,4.3,49,4054,denied
593,0.247,0,82372,3.7,25,30354,denied
597,0.415,0,32462,0.1,19,15733,denied
674,0.325,0,71014,28.3,66,16876,approved
643,0.572,0,102974,0.6,32,13963,denied
593,0.36,3,40696,8.1,70,1000,denied
777,0.165,0,72283,5.9,57,28451,approved
850,0.269,0,58802,1.6,71,1728,approved
570,0.373,0,61988,4.8,35,21058,denied
673,0.406,0,125269,11.4,36,2209,denied
698,0.329,0,31287,9.4,58,20228,approved
786,0.073,0,33954,14.3,33,8786,approved
570,0.619,3,79631,1.6,30,25950,denied
662,0.043,1,41597,3.2,72,16715,denied
639,0.166,0,80565,4.5,59,11539,denied
634,0.322,0,94988,1.5,41,24450,denied
658,0.567,0,88239,17.3,44,13778,denied
755,0.049,0,58685,7.5,29,24546,approved
609,0.179,0,99399,11.5,24,10533,denied
669,0.251,1,113772,12.0,46,1000,denied
704,0.303,1,102924,1.5,18,26518,denied
613,0.32,0,118417,5.3,44,19114,denied
775,0.365,0,68459,3.1,25,13950,approved
727,0.35,0,93595,9.2,32,18193,approved
789,0.329,0,15000,2.1,71,17209,approved
712,0.018,0,15000,3.3,62,33900,approved
850,0.38,0,83046,5.3,64,26536,approved
687,0.34,0,119590,5.3,53,19116,approved
695,0.351,1,70219,10.2,25,18923,denied
727,0.15,0,32864,2.8,25,10718,approved
850,0.226,0,48911,1.2,61,1000,approved
767,0.366,0,20354,0.5,27,1000,approved
689,0.315,0,73655,0.8,31,11774,approved
701,0.659,0,140965,3.1,44,39565,denied
609,0.48,0,89766,2.5,56,17149,denied
574,0.453,0,101756,0.9,44,23996,denied
668,0.445,0,67281,0.8,30,10660,denied
672,0.401,0,31240,1.0,22,26949,denied
633,0.37,0,103022,0.4,29,17600,denied
666,0.216,0,55936,1.5,39,1674,approved
805,0.408,0,77194,19.5,62,12905,denied
547,0.418,0,76430,5.4,66,1000,denied
715,0.359,0,64369,11.0,20,19897,approved
690,0.249,0,53631,6.8,34,28019,approved
741,0.335,3,100707,35.9,73,15087,denied
620,0.328,0,28052,11.0,61,19836,denied
683,0.303,0,42386,5.1,30,22616,approved
650,0.317,2,127602,23.4,44,28169,denied
724,0.418,0,55835,4.9,18,20978,denied
714,0.203,0,77871,0.4,26,40614,approved
753,0.208,0,87661,4.1,64,16019,approved
576,0.427,0,45024,8.6,50,39002,denied
643,0.306,0,103179,3.2,38,13115,approved
675,0.205,0,82753,10.7,29,28673,approved
671,0.287,0,111276,5.6,21,5018,approved
703,0.038,0,55579,13.2,47,56427,approved
720,0.629,0,91915,2.1,32,24235,denied
737,0.345,0,87117,5.2,63,14046,approved
672,0.193,0,73813,4.9,33,20959,approved
681,0.306,3,66112,3.7,29,20136,denied
724,0.55,0,48099,11.3,23,40409,denied
728,0.348,0,74528,15.0,71,41363,approved
731,0.33,0,90130,6.6,50,1877,approved
579,0.076,0,86937,0.5,39,1000,denied
755,0.294,0,29163,7.3,53,13683,approved
714,0.168,0,59140,2.0,23,9966,approved
563,0.308,0,101731,4.0,26,25172,denied
829,0.432,2,50303,13.3,50,1000,denied
693,0.137,0,46438,11.9,40,9591,approved
734,0.37,0,43179,0.0,22,2045,approved
701,0.254,0,69478,1.4,39,1000,approved
551,0.309,2,22763,24.5,63,13711,denied
782,0.133,2,26724,17.7,34,39552,denied
850,0.418,0,68860,6.7,26,17411,denied
825,0.321,0,76146,16.3,36,1000,approved
754,0.0,0,55972,6.7,19,12442,approved
758,0.045,0,112917,5.6,34,17406,approved
710,0.36,0,22888,4.9,66,14759,approved
518,0.368,0,50714,8.1,41,5364,denied
702,0.232,0,91956,12.9,21,3522,approved
729,0.425,0,70780,1.7,21,17485,denied
688,0.362,0,82279,4.7,33,20285,approved
792,0.149,1,15000,4.9,75,29371,denied
753,0.447,0,24570,8.7,63,38852,denied
685,0.513,0,102848,5.3,61,34242,denied
610,0.166,0,102635,4.2,43,20278,denied
750,0.479,0,119905,2.1,34,24786,denied
733,0.388,0,115538,1.8,71,15074,approved
802,0.36,0,15000,3.1,59,1000,approved
698,0.189,2,95674,16.7,21,22814,denied
603,0.308,0,81810,1.6,30,10492,denied
699,0.365,0,87461,0.6,37,9268,approved
678,0.407,0,42531,7.9,71,4517,denied
805,0.199,0,74680,8.8,64,32208,approved
668,0.264,0,86257,0.2,74,7226,approved
820,0.262,0,95009,6.4,58,21715,approved
654,0.278,3,93301,7.5,28,14332,denied
650,0.467,0,59570,2.6,75,20458,denied
768,0.357,0,98904,8.7,20,9610,approved
646,0.31,0,86672,0.6,29,14917,approved
850,0.399,0,116877,1.8,19,23437,approved
625,0.677,0,51733,12.5,45,34608,denied
584,0.464,0,65851,7.4,52,30193,denied
659,0.352,0,63888,1.5,28,18001,approved
685,0.391,0,15000,1.1,71,19550,approved
820,0.238,0,82982,3.9,27,21374,approved
748,0.403,0,31055,10.2,57,14430,denied
774,0.581,3,121898,11.6,19,15498,denied
635,0.088,0,72156,1.9,43,24606,denied
702,0.245,0,22058,7.4,63,15270,approved
